Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence,Hour,Minute,DayOfWeek,Weekend,CongestionRatio
10.772727584493625,106.69804225297564,18,23,0.997276,7,51,3,0,0.7826
10.774028664434528,106.70357076461706,29,29,1.0,7,51,3,0,1.0
10.752616652291238,106.72509685338922,37,42,1.0,7,51,3,0,0.881
10.745754766198267,106.65326266831876,42,42,1.0,7,51,3,0,1.0
10.94927106740351,106.87196348224562,28,40,1.0,7,51,3,0,0.7
10.78866360854368,106.695513722289,30,41,1.0,7,51,3,0,0.7317
10.801406421807084,106.7114844087968,30,41,1.0,7,51,3,0,0.7317
10.843150534972033,106.6151343241409,22,34,1.0,7,51,3,0,0.6471
10.880537767027526,106.81481342866444,40,53,1.0,7,51,3,0,0.7547
10.740840166521664,106.61899246873142,26,35,1.0,7,51,3,0,0.7429
10.798986343749618,106.7269705664684,35,45,1.0,7,51,3,0,0.7778
10.741860769464234,106.73790365482628,35,44,1.0,7,51,3,0,0.7955
10.752408891679814,106.7022703818112,18,33,1.0,7,51,3,0,0.5455
10.786216596454729,106.71836665482697,40,40,1.0,7,51,3,0,1.0
10.78948793356203,106.7151883818118,20,36,1.0,7,51,3,0,0.5556
10.80223925742187,106.6478722259914,26,40,1.0,7,51,3,0,0.65
10.813928881466124,106.66511432455972,22,34,1.0,7,51,3,0,0.6471
10.755608615763382,106.67347943578082,19,27,1.0,7,51,3,0,0.7037
10.782680856341084,106.70051548181168,20,30,1.0,7,51,3,0,0.6667
10.754895139302109,106.67839188181134,19,32,1.0,7,51,3,0,0.5938
10.785070445194592,106.68331340921324,15,27,1.0,7,51,3,0,0.5556
10.7549373008113,106.67848844133415,19,32,1.0,7,51,3,0,0.5938
10.77898143649726,106.67684447140958,18,34,1.0,7,51,3,0,0.5294
10.7671128283867,106.6927618222887,15,19,1.0,7,51,3,0,0.7895
10.77847212665258,106.69389510879644,28,41,1.0,7,51,3,0,0.6829
10.796057790235078,106.67492629345334,22,34,1.0,7,52,3,0,0.6471
10.8352982156415,106.72935479345392,32,42,0.997714,7,52,3,0,0.7619
10.777562007197462,106.7041335430398,20,30,1.0,7,52,3,0,0.6667
10.83886351241477,106.67566625482782,28,36,1.0,7,52,3,0,0.7778
10.765187049751797,106.67550552599072,22,35,1.0,7,52,3,0,0.6286
10.75948437198232,106.6840537511244,19,28,1.0,7,52,3,0,0.6786
10.865229381280963,106.72366973948476,36,49,1.0,7,52,3,0,0.7347
10.72279213640514,106.72808623948244,27,37,1.0,7,52,3,0,0.7297
10.823400120373712,106.68551227436063,21,32,1.0,7,52,3,0,0.6562
10.756158554057755,106.66631758181126,30,30,1.0,7,52,3,0,1.0
10.7144382088356,106.73711688366168,22,35,1.0,7,52,3,0,0.6286
10.817236653231737,106.63191539530456,22,35,1.0,7,52,3,0,0.6286
10.772727584493625,106.69804225297564,18,24,1.0,7,54,3,0,0.75
10.774028664434528,106.70357076461706,21,29,1.0,7,54,3,0,0.7241
10.752616652291238,106.72509685338922,39,39,1.0,7,54,3,0,1.0
10.745754766198267,106.65326266831876,38,43,1.0,7,54,3,0,0.8837
10.94927106740351,106.87196348224562,29,41,1.0,7,54,3,0,0.7073
10.78866360854368,106.695513722289,31,41,1.0,7,54,3,0,0.7561
10.801406421807084,106.7114844087968,30,41,1.0,7,54,3,0,0.7317
10.843150534972033,106.6151343241409,22,35,1.0,7,54,3,0,0.6286
10.880537767027526,106.81481342866444,40,53,1.0,7,54,3,0,0.7547
10.740840166521664,106.61899246873142,25,35,1.0,7,54,3,0,0.7143
10.798986343749618,106.7269705664684,31,45,1.0,7,54,3,0,0.6889
10.741860769464234,106.73790365482628,45,45,1.0,7,54,3,0,1.0
