Latitude,Longitude,CurrentSpeed,FreeFlowSpeed,Confidence,Hour,Minute,DayOfWeek,Weekend,CongestionRatio
10.772727584493625,106.69804225297564,17,24,0.99753,7,55,3,0,0.7083
10.774028664434528,106.70357076461706,16,29,1.0,7,55,3,0,0.5517
10.752616652291238,106.72509685338922,39,39,1.0,7,55,3,0,1.0
10.745754766198267,106.65326266831876,42,42,1.0,7,55,3,0,1.0
10.94927106740351,106.87196348224562,32,42,1.0,7,55,3,0,0.7619
10.78866360854368,106.695513722289,31,42,1.0,7,55,3,0,0.7381
10.801406421807084,106.7114844087968,31,42,1.0,7,55,3,0,0.7381
10.843150534972033,106.6151343241409,24,35,1.0,7,56,3,0,0.6857
10.880537767027526,106.81481342866444,43,53,1.0,7,56,3,0,0.8113
10.740840166521664,106.61899246873142,25,35,1.0,7,56,3,0,0.7143
10.798986343749618,106.7269705664684,45,45,1.0,7,56,3,0,1.0
10.741860769464234,106.73790365482628,45,45,1.0,7,56,3,0,1.0
10.752408891679814,106.7022703818112,21,34,1.0,7,56,3,0,0.6176
10.786216596454729,106.71836665482697,40,40,1.0,7,56,3,0,1.0
10.78948793356203,106.7151883818118,21,35,1.0,7,56,3,0,0.6
10.80223925742187,106.6478722259914,26,41,1.0,7,56,3,0,0.6341
10.813928881466124,106.66511432455972,19,34,1.0,7,56,3,0,0.5588
10.755608615763382,106.67347943578082,18,27,0.996181,7,56,3,0,0.6667
10.782680856341084,106.70051548181168,20,30,1.0,7,56,3,0,0.6667
10.754895139302109,106.67839188181134,22,32,1.0,7,56,3,0,0.6875
10.785070445194592,106.68331340921324,14,27,1.0,7,57,3,0,0.5185
10.7549373008113,106.67848844133415,22,32,1.0,7,57,3,0,0.6875
10.77898143649726,106.67684447140958,20,34,1.0,7,57,3,0,0.5882
10.7671128283867,106.6927618222887,14,19,1.0,7,57,3,0,0.7368
10.77847212665258,106.69389510879644,27,41,1.0,7,57,3,0,0.6585
10.796057790235078,106.67492629345334,20,34,1.0,7,57,3,0,0.5882
10.8352982156415,106.72935479345392,32,42,0.998563,7,57,3,0,0.7619
10.777562007197462,106.7041335430398,20,30,1.0,7,57,3,0,0.6667
10.83886351241477,106.67566625482782,27,36,1.0,7,57,3,0,0.75
10.765187049751797,106.67550552599072,19,35,1.0,7,57,3,0,0.5429
10.75948437198232,106.6840537511244,17,28,0.997934,7,57,3,0,0.6071
10.865229381280963,106.72366973948476,36,49,1.0,7,57,3,0,0.7347
10.72279213640514,106.72808623948244,26,37,0.998601,7,57,3,0,0.7027
10.823400120373712,106.68551227436063,21,32,1.0,7,57,3,0,0.6562
10.756158554057755,106.66631758181126,24,30,1.0,7,57,3,0,0.8
10.7144382088356,106.73711688366168,22,36,1.0,7,57,3,0,0.6111
10.817236653231737,106.63191539530456,24,35,1.0,7,57,3,0,0.6857
10.772727584493625,106.69804225297564,16,24,0.998765,7,59,3,0,0.6667
10.774028664434528,106.70357076461706,17,28,1.0,8,0,3,0,0.6071
10.752616652291238,106.72509685338922,39,39,1.0,8,0,3,0,1.0
10.745754766198267,106.65326266831876,42,42,1.0,8,0,3,0,1.0
10.94927106740351,106.87196348224562,29,42,1.0,8,0,3,0,0.6905
10.78866360854368,106.695513722289,30,42,1.0,8,0,3,0,0.7143
10.801406421807084,106.7114844087968,30,42,1.0,8,0,3,0,0.7143
10.843150534972033,106.6151343241409,23,35,1.0,8,0,3,0,0.6571
10.880537767027526,106.81481342866444,43,54,1.0,8,0,3,0,0.7963
10.740840166521664,106.61899246873142,27,35,1.0,8,0,3,0,0.7714
10.798986343749618,106.7269705664684,32,45,1.0,8,0,3,0,0.7111
10.741860769464234,106.73790365482628,45,45,1.0,8,0,3,0,1.0
10.752408891679814,106.7022703818112,21,34,1.0,8,0,3,0,0.6176
10.786216596454729,106.71836665482697,40,40,1.0,8,0,3,0,1.0
10.78948793356203,106.7151883818118,19,35,1.0,8,0,3,0,0.5429
10.80223925742187,106.6478722259914,31,41,1.0,8,0,3,0,0.7561
10.813928881466124,106.66511432455972,19,33,1.0,8,0,3,0,0.5758
10.755608615763382,106.67347943578082,17,28,0.997901,8,0,3,0,0.6071
10.782680856341084,106.70051548181168,18,30,1.0,8,0,3,0,0.6
10.754895139302109,106.67839188181134,21,33,1.0,8,0,3,0,0.6364
10.785070445194592,106.68331340921324,14,28,1.0,8,1,3,0,0.5
10.7549373008113,106.67848844133415,22,33,1.0,8,1,3,0,0.6667
10.77898143649726,106.67684447140958,20,34,1.0,8,1,3,0,0.5882
10.7671128283867,106.6927618222887,12,20,1.0,8,1,3,0,0.6
10.77847212665258,106.69389510879644,28,42,1.0,8,1,3,0,0.6667
10.796057790235078,106.67492629345334,19,33,1.0,8,1,3,0,0.5758
10.8352982156415,106.72935479345392,33,42,0.998018,8,1,3,0,0.7857
10.777562007197462,106.7041335430398,19,30,1.0,8,1,3,0,0.6333
10.83886351241477,106.67566625482782,29,36,1.0,8,1,3,0,0.8056
10.765187049751797,106.67550552599072,19,35,1.0,8,1,3,0,0.5429
10.75948437198232,106.6840537511244,18,28,0.997972,8,1,3,0,0.6429
10.865229381280963,106.72366973948476,36,49,1.0,8,1,3,0,0.7347
10.72279213640514,106.72808623948244,26,37,1.0,8,1,3,0,0.7027
10.823400120373712,106.68551227436063,22,32,1.0,8,1,3,0,0.6875
10.756158554057755,106.66631758181126,21,29,1.0,8,2,3,0,0.7241
10.7144382088356,106.73711688366168,22,35,1.0,8,2,3,0,0.6286
